UC_SEQ,MAIN_TITLE,GUGUN_NM,LAT,LNG,PLACE,TITLE,SUBTITLE,ADDR1,ADDR2,CNTCT_TEL,HOMEPAGE_URL,USAGE_DAY_WEEK_AND_TIME,RPRSNTV_MENU,MAIN_IMG_NORMAL,MAIN_IMG_THUMB,ITEMCNTNTS
1099,명품외식 육면정,Nam-gu,35.148415,129.09482,Yukmyeonjeong (명품외식 육면정),Yukmyeonjeong (명품외식 육면정),,"329, Hwangnyeong-daero, Nam-gu",,-7259,,am 11:30 ~ pm 22:00,"Beef Ribs 150g, Marinated Ribs 300g, Marinated Ribs 250g",https://www.visitbusan.net/uploadImgs/files/cntnts/20210913100010495_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913100010495_thumbL,"Yukmyeonjeong is a large restaurant specializing in Korean barbecue, with various banquet halls, facilities for children, and a spacious parking lot. They serve high-quality beef and fresh vegetables and are certified with top ratings in hygiene. It’s an excellent place for groups and families to dine out."
1100,호포갈비 문현점,Nam-gu,35.13401,129.06631,Hopogalbi Munhyeon Branch (호포갈비 문현점),Hopogalbi Munhyeon Branch (호포갈비 문현점),,"359, Uam-ro, Nam-gu, Busan",,051-639-9200,,11:30-21:30,"Meat, Hopo Rib Soup",https://www.visitbusan.net/uploadImgs/files/cntnts/20230601215049360_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230601215049360_thumbL,Customers buy meat from the butcher on the first floor at this restaurant and bring it up to thesecond floor to grill and eat. It is known for the neat decor and cleanliness. The butcher sectionhas a wide selection of high-quality Hanwoo cuts for customers to choose from.
1104,평산옥,Dong-gu,35.114292,129.0371,Pyeongsanok (평산옥),Pyeongsanok (평산옥),,"26, Choryangjung-ro, Dong-gu",,-6692,,am 10:00 ~ pm 20:00,"Steamed Pork, Noodles, Yeolmu Guksu (Cold Noodles with Young Radish)(Summer only)",https://www.visitbusan.net/uploadImgs/files/cntnts/20210913104329974_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913104329974_thumbL,"Run by a family for four generations, this restaurant with a 100-year tradition is known for the steamed pork meats and noodles served with the soup from cooking meat. Made with fresh, domestic meat, the clear broth is nourishing and rich. The taste is nothing short of their longstanding history."
1106,공감식당,Busanjin-gu,35.16551,129.03838,Gonggamsikdang (공감식당),Gonggamsikdang (공감식당),,"81, Dongpyeong-ro, Busanjin-gu",,-2901,,Mon-Fri pm 17:00 ~ pm 22:00/ Sat-Sun am 11:30 ~ pm 22:00,"Select Aged Pork Belly 130g, Select Aged Pork Shoulder 130g",https://www.visitbusan.net/uploadImgs/files/cntnts/20210913110103549_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913110103549_thumbL,"Barley-fed pigs are selected and aged by specialists, then grilled by trained attendants at this Korean barbecue restaurant. Pork belly and cheese on the grill are their most popular items. You can also order a variety of side dishes."
1107,다옴 (서면 삼정타워점),Busanjin-gu,35.152874,129.05957,"Daom (Samjeong Tower Branch, Seomyeon) (다옴)","Daom (Samjeong Tower Branch, Seomyeon) (다옴)",,"5th floor, Samjeong Tower, 672, Jungang-daero, Busanjin-gu",,-4267,,,"Chadolbagi Bibimguksu (Mixed Noodles with Brisket), Kalguksu (Hand-cut Noodle Soup), Noodles, Bibimbap (Mixed Rice with Toppings)",https://www.visitbusan.net/uploadImgs/files/cntnts/20210913110833421_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913110833421_thumbL,"Daom presents a casual Korean dining experience. The food is prepared with special care, from their broth made of anchovies from the southern coast to aged marinade mixed with fruit. Bibimguksu (mixed noodles) topped with beef brisket and bibimbap (mixed rice) are their signature dishes."
1108,당감밀면,Busanjin-gu,35.162247,129.03975,Danggammilmyeon (당감밀면),Danggammilmyeon (당감밀면),,"B-1F, Samik Apt., 5, Danggam-ro, Busanjin-gu",,-1042,,am 11:00 ~ pm 20:0019:30 (last order) ,"Milmyeon (Cold Wheat Noodle Soup), Bibimmilmyeon (Cold Mixed Wheat Noodles), Dumplings",https://www.visitbusan.net/uploadImgs/files/cntnts/20210913111405621_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913111405621_thumbL,
1109,더브릭하우스,Busanjin-gu,35.15917,129.0585,The Brick House (더브릭하우스),The Brick House (더브릭하우스),,"1F, 70, Bujeon-ro 152beon-gil, Busanjin-gu",,-8523,,pm 17:00 ~ pm 23:00,,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913111907192_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913111907192_thumbL,"A beautiful brick house stands in the middle of the busy street. The Brick House is an Italian restaurant known for its tasty wood-fired oven pizza. You can enjoy the classic decor, classical music, and a wide selection of wine to pair with Italian food."
1110,버거샵,Busanjin-gu,35.15856,129.06306,Burger Shop,Burger Shop (버거샵),,"11, Dongcheon-ro 108beon-gil, Busan-jin-gu",,051-911-4960,,11:00-20:30,"Classic Burger, Bacon Cheeseburger",https://www.visitbusan.net/uploadImgs/files/cntnts/20210913112340644_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913112340644_thumbL,This handmade burger shop makes burgers with Grade 1 Hanwoo patties and brioche bunsbaked fresh every morning. It’s also frequented by many foreign customers. It features uniquedecor and also sells various merchandise.
1111,소수인,Busanjin-gu,35.156677,129.05383,Sosuin,Sosuin (소수인),,"17, Gaya-daero 750beon-gil, Busanjin-gu",,051-808-4036,,17:00-01:00,Shime Saba Isobemaki,https://www.visitbusan.net/uploadImgs/files/cntnts/20230605131739636_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230605131739636_thumbL,"Sosuin is a Japanese-style bar that offers new Japanese-inspired dishes. Shortly after its opening, it started becoming packed with customers. Their distinct dishes make great meals and also pair well with drinks."
1117,양평칼국수,Saha-gu,35.048454,128.967,Yangpyeong Kalguksu (양평칼국수),Yangpyeong Kalguksu (양평칼국수),,"680-1, Da-daero, Saha-gu",,-1141,,"Mon-Fri / am 11:00 ~ pm 21:00(16:00~17:00 break time)(15:30, 20:00 last order) Sat /am 11:00 ~ pm 16:00(15:00 last order)","Yangpyeong Kalguksu (Hand-cut Noodle Soup), Bibim Kalguksu (Mixed Hand-cut Noodles), Kalguksu with Anchovies, Meat Dumplings",https://www.visitbusan.net/uploadImgs/files/cntnts/20210913114940489_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913114940489_thumbL,"At this restaurant located near Dadaepo Beach, the owner-chef with a 20-year experience in kalguksu (hand-cut noodle soup) makes their own ripened noodle dough and kimchi with domestic napa cabbage for a delectable dining experience. Cold noodles and cold noodles with soybeans are their popular summer-only specials."
1118,영진돼지국밥,Saha-gu,35.09664,128.95784,Yeongjin Dwaejigukbap (영진 돼지국밥),Yeongjin Dwaejigukbap (영진 돼지국밥),,"39, Hasinbeonyeong-ro 157beon-gil, Saha-gu",,-3995,,am 09:30 ~ pm 21:30(break time 15:00~17:00),"Suyuk Baekban (Steamed Pork Set Menu), Dwaejigukbap (Pork Soup with Rice) ,  Sundaegukbap (Blood Sausage Soup with Rice), Naejang Gukbap (Pork Innards Soup with Rice)",https://www.visitbusan.net/uploadImgs/files/cntnts/20210913131201409_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913131201409_thumbL,"Yeongjin is one of the most famous dwaejigukbap (pork soup with rice) joints always filled with guests. The distinct meat odor is removed for a refreshing taste, and their Suyuk Baekban with steamed pork, tofu, and stir-fried kimchi is very popular"
1121,신흥반점,Seo-gu,35.09595,129.02463,Sinheungbanjeom (신흥반점),Sinheungbanjeom (신흥반점),,"284-1, Chungmu-daero, Seo-gu",,-6375,,am 11:00 ~ pm 20:00,"Jjamppong (Spicy Noodle Soup with Seafood), Jajangmyeon (Black Bean Noodles), Spicy Garlic Chicken, Seafood Fried Rice",https://www.visitbusan.net/uploadImgs/files/cntnts/20210913133410983_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913133410983_thumbL,Sinheungbanjeom has been managed by two generations of a Chinese family for the past 55 years in Seo-gu. You can taste various Chinese dishes in an authentic atmosphere. Jjamppong soup and spicy garlic chicken are the recommended dishes.
1132,동원 숯불 갈비,Yeonje-gu,35.188595,129.09715,Dongwon Sutbul Galbi (동원 숯불 갈비),Dongwon Sutbul Galbi (동원 숯불 갈비),,"9, Gwaseon-ro 276beon-gil, Yeonje-gu",,-3212,,am 12:00 ~ pm 22:00,Pork Ribs 230g,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913141552746_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913141552746_thumbL,"This is a hidden spot in a quiet alley specializing in pork ribs. They have stayed in one place for 38 years with just one dish: charcoal-grilled pork ribs. Despite the remote location, the restaurant has many regulars for the familiar flavor and steady quality."
1133,도날드 즉석 떡볶이,Yeongdo-gu,35.085815,129.04295,Donald Tteokbokki,Donald Tteokbokki (도날드 즉석 떡볶이),,"267, Kkumnamu-gil, Yeongdo-gu",,051-413-9990,,11:00-19:20,"Set for 2, Set for 3",https://www.visitbusan.net/uploadImgs/files/cntnts/20210913142012236_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913142012236_thumbL,"A famous nostalgic joint for the locals, Donald Tteobokki is a made-to-order tteobokki shop thathas been in operation for 35 years. They are known for their original flavors with seafood brothand gochujang sauce. Many also come here for Ppeong Cream, an ice cream sandwich with ppeongtwigi (rice puff) sold as dessert."
1135,영도우,Yeongdo-gu,35.08781,129.06128,Young Dough,Young Dough (영도우),,"2, Jonaegi-ro 5beon-gil, Yeongdo-gu",,070-4659-0169,,11:30-15:00 / 17:00-20:30 ," Young Dough Pizza, Cheonghak-dong Pasta",https://www.visitbusan.net/uploadImgs/files/cntnts/20210913152113856_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913152113856_thumbL,"Young Dough is a pizzeria with a wide view of the Busan Port. The signature dish is thesquare Detroit-style pizza without the crust, made with their original dough. They useImsil cheese generously to give a rich flavor to the pizza."
1136,함흥보쌈,Yeongdo-gu,35.08845,129.04108,Hamheung Bossam (함흥보쌈),Hamheung Bossam (함흥보쌈),,"42, Namhang-ro, Yeongdo-gu",,-2727,,am 11:00 ~ pm 21:00(break time 15:30 ~ 16:00),"Assorted Bossam (Steamed Pork), Hamheung Naengmyeon, Pyeongyang Naengmyeon",https://www.visitbusan.net/uploadImgs/files/cntnts/20210913152733413_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913152733413_thumbL,"Originally a naengmyeon (cold noodle soup) restaurant, it has become a bossam (steamed pork) restaurant and has been in operation for over 50 years. They are famous for using fresh meat and soft texture. Theirlongstanding item, naengmyeon, is still popular, and every order is generously portioned."
1137,원산면옥 1953,Jung-gu,35.098976,129.03105,Wonsanmyeonok 1953 (원산면옥 1953),Wonsanmyeonok 1953 (원산면옥 1953),," 56-8, Gwangbok-ro, Jung-gu",,051-245-2310,,11:00-21:30,"Pyeongyang Naengmyeon,  Hamheung Naengmyeo",https://www.visitbusan.net/uploadImgs/files/cntnts/20230607131440600_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230607131440600_thumbL,"Wonsanmyeonok is a longstanding naengmyeon (cold noodle soup) establishment with 60 yearsof history, run by third-generation family members. They use Hanwoo, domestic pork, and freshchicken, and the naengmyeon broth made of over 10 ingredients boasts the same flavor everytime."
1138,개미집신도시점,Haeundae-gu,35.167637,129.17154,Gaemijip Sindosi Branch (개미집신도시점),Gaemijip Sindosi Branch (개미집신도시점),,"51-5, Jwadong-ro 10beon-gil, Haeundae-gu",,-7159,,10:00a.m. ~ 22:00p.m.,"Stir-fried Octopus, Tripe Hot Pot",https://www.visitbusan.net/uploadImgs/files/cntnts/20210913153737388_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913153737388_thumbL,"It is a branch of Gaemijip, Busan’s most famous stir-fried octopus chain, but the taste here is just as great as the original. Just as the original store, it serves stir-fried octopus, stir-fried octopus with shrimp, and stir-fried octopus, tripe, and shrimp. All of them are popular. Many customers also order bulgogi hot pot with octopus and mushroom and tripe hot pot."
1219,오리한상,Gangseo-gu,35.097855,128.92471,Orihansang,Orihansang (오리한상),,"2F, Jibong Building, 66, Myongjigukje9-ro",,-1095,,am 11:30 ~ pm 22:00(break time 15:00 ~ 17:00),"Grilled duck with salt, Grilled duck with seasoning",https://www.visitbusan.net/uploadImgs/files/cntnts/20220510145207922_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220510145207922_thumbL,"Salt-grilled mallard duck and thinly sliced quick-frozen duck barbecue are both popular dishes. It has a large window and a clean and spacious space, as well as private rooms that are great for family dining."
1220,"오,유미당",Geumjeong-gu,35.241432,129.08784,Ohyoumedang ,"Ohyoumedang (오,유미당)",,"187, Geumjeong-ro",,-6898,,,"Tomahawk Tonkatsu, Cheese Tonkatsu, Tofu Jjambbong Rice Noodles",https://www.visitbusan.net/uploadImgs/files/cntnts/20220510151352637_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220510151352637_thumbL,"It has a unique combination of tonkatsu and rice noodles in a beautiful space set up like a cafe. Tomahawk Tonkatsu is their most popular item. The restaurant satisfies a wide range of taste buds, with excellent rice noodles as well."
1221,만포밀면,Gijang-gun,35.245934,129.21597,Manpo Milmyeon,Manpo Milmyeon (만포밀면),,"40, Chaseong-ro 322beon-gil, Gijang-eup",,-8207,,am 11:00 ~ pm 20:30(break time 15:30 ~ 17:00),"Mulmilmyeon, Bibimmilmyeon, Steamed Dumplings",https://www.visitbusan.net/uploadImgs/files/cntnts/20220510161651267_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220510161651267_thumbL,"When you enter the store, the smell of rich broth makes you anticipate the flavors. Known for their Gaya-style wheat noodles, they start each day since opening in 1995 by tasting the wheat noodles for sale that day. It is always a pleasure to discover a consistent spot."
1222,맛사랑채,Gijang-gun,35.24538,129.2147,Matsarangchae,Matsarangchae (맛사랑채),,"93-6, Eupnae-ro, Gijang-eup",,-4901,,Open 11:00 / Closed 21:00,"Ssamjeongsik, Braised mackerel, Dakdoritang",https://www.visitbusan.net/uploadImgs/files/cntnts/20220510170244967_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220510170244967_thumbL,"With 12 side dishes, including grilled fish and a different soup every day, the set meal here tastes more home-cooked food than real home cooking. Many customers come from far away to try their hearty meal."
1223,우정까망촌돼지,Saha-gu,35.08081,128.97154,Ujeong Kkamangchon Dwaeji,Ujeong Kkamangchon Dwaeji (우정까망촌돼지),,"53, Jangnimbeongyeong-ro",,-6251,,Open 11:00 / Closed 22:00,,https://www.visitbusan.net/uploadImgs/files/cntnts/20220510173949671_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220510173949671_thumbL,This restaurant specializes in grilling and sources pork from clean environments toreproduce the taste of the pork they ate in the countryside as a child. They use the lid of a Korean cauldron called sot as the grill. It not only tastes delicious but makes your mouth water while it’s being grilled.
1224,유메,Saha-gu,35.105747,128.96916,Yume,Yume (유메),,"456, Nakdong-daero",,-10484,,am 11:30 ~ pm 24:00(break time 14:30 ~ 17:00)(last order 23:30) ,,https://www.visitbusan.net/uploadImgs/files/cntnts/20220510175614552_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220510175614552_thumbL,"Although it is a Japanese-style pub that offers a variety of alcohol such as eight types of highball, 27 types of sake, and domestic distilled spirits, as well as a variety of snacks to go with it, the tonkatsu made by the owner-chef is so famous that some people recognize it as a tonkatsu specialty store."
1225,금랑횟집 광안리 본점,Suyeong-gu,35.155155,129.131,"Geumnang Hoetjip, Gwanalli Main Store","Geumnang Hoetjip, Gwanalli Main Store (금랑횟집 광안리 본점)",,"6F, Marine Rich Building, 17-5 Gwanganhaebyeon-ro 344beon-gil",,-7034,,am 11:30 ~ pm 23:00(last order 22:00) ,,https://www.visitbusan.net/uploadImgs/files/cntnts/20220510180602206_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220510180602206_thumbL,"It is a hoe restaurant located in the waterside park hoe center. Many different kinds of dishes are served with the main dish, and are all very high in quality, so even those who don’t enjoy hoe can have a great time here. It is also famous for its seascape with a panoramic view of the Gwangan Bridge."
1226,난파센,Suyeong-gu,35.14674,129.11339,Nanpasen,Nanpasen,(난파센),"43, Namcheondong-ro 108beon-gil",,-1118,,am 11:30 ~ pm 21:00(break time 15:00 ~ 17:00),,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511104527053_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511104527053_thumbL,It is a popular tendon (tempura overrice) restaurant that uses only good ingredients and special sauce. The chefs do a lot of research to make tempura that goes well with rice. The brown color of tempura on top of rice is their signature.
1227,화국반점,Jung-gu,35.10253,129.0342,Hwaguk Banjeom,Hwaguk Banjeom (화국반점),,"3, Baeksan-gil, Jung-gu",,051-245-5305,,11:30-15:30 / 17:00-21:00,"Sweet and Sour Pork, Ganjjajang",https://www.visitbusan.net/uploadImgs/files/cntnts/20230602160354975_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230602160354975_thumbL,Hwaguk Banjeom is a 43-year-old Chinese restaurant specializing in ganjjajang. It is renowned for the traditional style of cooking beloved by foreign visitors. It is also famous as a filming location for films like New World and the Nameless Gangster.
1228,로얄경양식&스테이크 광안점,Suyeong-gu,35.153294,129.12462,"Royal Gyeongyangsik & Steak, Gwangan Branch","Royal Gyeongyangsik & Steak, Gwangan Branch",(로얄경양식&스테이크 광안점),"#201-203, 2F, 29, Millaksubyeon-ro",,-9446,,Open 11:30 / Closed 22:00,,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511111431528_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511111431528_thumbL,"At this family restaurant, you can enjoy a meal while enjoying the sea view of Gwangalli. For the price, it offers a great quality of food and service. It has an open kitchen where customers can watch the food being prepared, and the indoor environment allows you to enjoy an impressive view of the sea."
1229,이정태 본참치,Jung-gu,35.10548,129.03526,Lee Jeong-tae Bonchamchi,Lee Jeong-tae Bonchamchi (이정태 본참치),,"73, Haegwan-ro, Jung-gu",,051-463-3737,,11:30-14:30 / 17:00-22:30,"Special Set, Special Sushi",https://www.visitbusan.net/uploadImgs/files/cntnts/20230605140053777_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230605140053777_thumbL,This is a famous tuna restaurant that attracts tuna lovers from all over the country. It is run by an owner-chef who is a master cook. All the ingredients are used up within the day. They also contribute to the local community by holding events for the elderly.
1230,무궁화 식당,Suyeong-gu,35.14778,129.10925,Mugunghwa Sikdang,Mugunghwa Sikdang,(무궁화 식당),"5, Hwangnyeongsan-ro 8beon-gil",,-6292,,"am 11:30 ~ pm 21:00(break time 15:00 ~ 17:00)(last order 14:00, 20:00)",,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511113221248_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511113221248_thumbL,"This restaurant makes you feel like you are at your grandmother’s house. It’s very famous for hotpot dishes, and the dumpling hotpot with large dumplings made from scratch is the most popular item. The vegetables are all fresh, and the dishes are always remembered for the consistent taste."
1231,어가초밥,Jung-gu,35.097214,129.02882,Eoga Chobap,Eoga Chobap (어가초밥),,"41, Jagalchi-ro",,-3993,,pm 12:00 ~ pm 21:00(break time 14:00 ~ 17:00) ,,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511113442878_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511113442878_thumbL,"Eoga Chobap is a Japanese restaurant located adjacent to Jagalchi Market, the largest fish market in Busan. Most of the seating is in private rooms, so customers can enjoy their meals in comfort."
1232,배꼽시계,Gijang-gun,35.30255,129.24944,Baekkopsigye,Baekkopsigye (배꼽시계),,"63-14, Janggok-gil, Ilgwang-myeon",,-6815,,Open 11:30 / Closed 22:00,"Duck Soup with Korean Dendropanax, Duck Soup with Neungi Mushrooms, Duck Bulgogi",https://www.visitbusan.net/uploadImgs/files/cntnts/20220511115114884_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511115114884_thumbL,"This restaurant specializes in duck cuisine with herbal effects, cooking healthy food that patients covet to enjoy after surgery. They make pickles using seasonal ingredients and serve kimchi preserved for over two years. Because it takes a long time to cook duck soup, make reservations at least 2 hours in advance."
1233,배가왕,Suyeong-gu,35.15554,129.13087,Baegawang,Baegawang,(배가왕),"348-1, Gwanganhaebyeon-ro",,-4927,,Open 11:00 / Closed 21:00,,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511115634861_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511115634861_thumbL,"Every day, the chef boils the broth for 2 hours and prepares fresh kimchi. This kalguksu joint strives to make food that is faithful to the basics. It is known for the noodles that add ground carrots to eliminate the smell of flour. The basics can never go wrong."
1234,삼정횟집,Jung-gu,35.10655,129.03775,Samjeong Hoetjip,Samjeong Hoetjip (삼정횟집),,"13, Jungang-daero 98beon-gil",,-1752,,Open 9:30 / Closed 21:30,,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511115844167_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511115844167_thumbL,"Famous for mulhoe, this is one of the must-visit restaurants in the area during lunchtime. The set menu, which comes with maeuntang, is really popular among office workers. The fish can’t be any fresher because they only use live fish to prepare the dishes."
1235,변소영 백년밥상,Gijang-gun,35.245594,129.2147,Byeon So-yeong’s  Baengnyeonbapsang,Byeon So-yeong’s  Baengnyeonbapsang (변소영 백년밥상),,"93-8, Eupnae-ro, Gijang-eup",,-9612,,Open 08:00 / Closed 20:00,"Beef Bulgogi Set meal, Tasty Sundubu, Chadol Doenjang Jjigae",https://www.visitbusan.net/uploadImgs/files/cntnts/20220511130041847_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511130041847_thumbL,"Everything from the soy sauce to the side dishes is prepared by the restaurant, and only natural seasonings are used to season. This Korean restaurant became popular among office workers, market merchants with picky tastes, and foreign tourists. It takes special attention to maintaining hygiene"
1236,사랑도 횟집,Gijang-gun,35.247726,129.21346,Sarangdo Hoetjip,Sarangdo Hoetjip (사랑도 횟집),,"337-1, Chaseong-ro, Gijang-eup",,-7692,,Open 11:30 / Closed 21:00,"Wild Hoe, Uni Bibimbap, Mulhoe(Hoe with Cold Soup)",https://www.visitbusan.net/uploadImgs/files/cntnts/20220511131104127_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511131104127_thumbL,"This restaurant selects and prepares quality hoe (Korean-style sashimi) every day and fills the table with side dishes made from scratch. Known for their integrity about food, this hoe restaurant is famous for having many regulars. The price may look slightly high at first, but once the food is served, it actually seems inexpensive for the quality."
1237,삼송초밥,Jung-gu,35.099678,129.02986,Samsong Chobap,Samsong Chobap (삼송초밥),,"13, Gwangbok-ro 55beon-gil, Jung-gu",,051-245-7870,,11:00-14:30 / 16:30-21:00,"Futomaki, Sushi Special",https://www.visitbusan.net/uploadImgs/files/cntnts/20230605131052801_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230605131052801_thumbL,"As one of the most well-known Japanese restaurants in Busan, it has a history of more than 65 years. Generations of customers guarantee its consistent taste. Their futomaki is especially popular."
1238,솔리보,Gijang-gun,35.26711,129.23145,Solivo,Solivo (솔리보),,"#201, 21, Haesong 4-ro, Ilgwang-myeon",,-5092,,Open 11:30 / Closed 21:00,"Pomodoro Pasta, Shrimp Rose Pasta, Grilled Beef Steak",https://www.visitbusan.net/uploadImgs/files/cntnts/20220511132220417_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511132220417_thumbL,"The young owner-chef, whose specialty is tomato sauce that he inherited and developed from his master, also dresses the meat used for steak himself and prepares it through a sous vide process for more than 8 hours. As the name suggests, the nicely decorated space makes you feel the warmth of the sunlight that shines through."
1239,부산족발,Jung-gu,35.09956,129.02664,Busan Jokbal,Busan Jokbal (부산족발),,"19-1, Gwangbok-ro, Jung-gu",,051-245-5359,,10:00-24:00,"Jokbal, Naengchae Jokbal",https://www.visitbusan.net/uploadImgs/files/cntnts/20230608133922872_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230608133922872_thumbL,"Located in Bupyeong-dong Jokbal Alley, this is a famous restaurant that is often introduced on TV programs. It is also famous as the birthplace of naengchae jokbal (cold tossed pork hocks), a local delicacy of Busan. The restaurant’s light and chewy jokbal and naengchae jokbal are popular."
1240,시티바캉스,Suyeong-gu,35.15693,129.11592,City Vacance,City Vacance,(시티바캉스),"11-1, Gwangan-ro 21beonga-gil",,-1825,,Open 11:00 / Closed 21:00,,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511133129967_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511133129967_thumbL,"This pasta restaurant located in a quiet residential area is very popular among young people for the stylish decor and food. If you want to experience a vacation in a unique space in the city, this is highly recommended."
1241,PHOever Yum(포에버얌),Gijang-gun,35.282776,129.2583,PHOever Yum,PHOever Yum (포에버얌),,"43, Munoseong-gil, Ilgwang-myeon",,-4335,,Open 11:30 / Closed 20:00,"Wang Galbi Rice Noodles, Bun Cha, Fried Shrimp Roll",https://www.visitbusan.net/uploadImgs/files/cntnts/20220511133523476_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511133523476_thumbL,"When you enter the store, it gives you the authentic feeling of a fishing village in Southeast Asia. This is a Vietnamese restaurant that makes all the broth and sauces from scratch. It is frequented by couples and families for the cozy atmosphere."
1242,물레방아 즉석구이,Jung-gu,35.10104,129.03513,Mullebanga Jeukseokgui,Mullebanga Jeukseokgui (물레방아 즉석구이),,"11-1, Jungang-daero 41beon-gil, Jung-gu",,051-245-1195,,11:30-15:00 / 17:00-24:00,"Hanging tender, Grilled with Salt",https://www.visitbusan.net/uploadImgs/files/cntnts/20220511134126759_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511134126759_thumbL,"This 45-year restaurant has been consistently receiving good reviews among gourmets. It is bestknown as the place that coined the term “angeummu” for hanging tenderloin. To live up to theirname, they pay great attention to the selection of meat."
1243,양귀빈 식당 3호점,Suyeong-gu,35.163265,129.116,Yanggwibin Sikdang Branch No. 3,Yanggwibin Sikdang Branch No. 3,(양귀빈 식당 3호점),15 Suyeong-ro 646beon-gil,,-1565,,Open 17:00 / Closed 23:00,,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511135001245_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511135001245_thumbL,"It is a restaurant specializing in roasted lamb, which is not yet common in Korea. The impressive decor may even pass as a cafe. When guests are seated, skilled staff will grill the meat for you. The owner, who studied Japanese cuisine, prepares high-quality lamb through a lot of research."
1244,고민끝에여기,Dong-gu,35.112698,129.03706,Gominkkeute Yeogi,Gominkkeute Yeogi (고민끝에여기),,"1F, 12, Daeyeong-ro 239beon-gil",,-2003,,Open 12:00 / Closed 20:00(Closed when sold out),"Whole Shrimp Burrito 1 person set, Pork Quesadilla & Mini Salad, Shrimp Taco",https://www.visitbusan.net/uploadImgs/files/cntnts/20220511135506636_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511135506636_thumbL,"This restaurant presents Mexican food with a strong flavor that caters to the taste of Koreans with fresh ingredients every day. They have many dishes with shrimp as the main ingredient. The quirky name means, “we decided on this place after much consideration.”"
1245,명송초밥,Jung-gu,35.101738,129.03586,Myeongsong Chobap,Myeongsong Chobap (명송초밥),,"32, Haegwan-ro",,-1440,,Open 11:30 / Closed 22:00,,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511140134038_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511140134038_thumbL,This Japanese restaurant is well-known for entertaining and gatherings in the commercial area. The delicate style of plating makes the elegant dishes stand out even more. They serve sashimi after aging them for two to three hours.
